,Filename,Time,x-coord1,x-coord2,x-mid
0,exp_vid1_0001.png,0.03333333333333333,106,140,123.0
1,exp_vid1_0002.png,0.06666666666666667,132,166,149.0
2,exp_vid1_0003.png,0.1,162,196,179.0
3,exp_vid1_0004.png,0.13333333333333333,211,224,217.5
4,exp_vid1_0005.png,0.16666666666666666,227,261,244.0
5,exp_vid1_0006.png,0.2,221,265,243.0
6,exp_vid1_0007.png,0.23333333333333334,297,318,307.5
7,exp_vid1_0008.png,0.26666666666666666,320,345,332.5
8,exp_vid1_0009.png,0.3,351,374,362.5
9,exp_vid1_0010.png,0.3333333333333333,364,378,371.0
10,exp_vid1_0011.png,0.36666666666666664,381,391,386.0
11,exp_vid1_0012.png,0.4,392,424,408.0
12,exp_vid1_0013.png,0.43333333333333335,250,251,250.5
13,exp_vid1_0014.png,0.4666666666666667,402,406,404.0
14,exp_vid1_0015.png,0.5,395,404,399.5
15,exp_vid1_0016.png,0.5333333333333333,391,400,395.5
16,exp_vid1_0017.png,0.5666666666666667,368,380,374.0
17,exp_vid1_0018.png,0.6,350,379,364.5
18,exp_vid1_0019.png,0.6333333333333333,326,342,334.0
19,exp_vid1_0020.png,0.6666666666666666,303,329,316.0
20,exp_vid1_0021.png,0.7,275,303,289.0
21,exp_vid1_0022.png,0.7333333333333333,219,240,229.5
22,exp_vid1_0023.png,0.7666666666666667,220,225,222.5
23,exp_vid1_0024.png,0.8,203,219,211.0
24,exp_vid1_0025.png,0.8333333333333334,150,168,159.0
25,exp_vid1_0026.png,0.8666666666666667,132,134,133.0
26,exp_vid1_0027.png,0.9,97,117,107.0
27,exp_vid1_0028.png,0.9333333333333333,183,212,197.5
28,exp_vid1_0029.png,0.9666666666666667,208,211,209.5
29,exp_vid1_0030.png,1.0,53,59,56.0
30,exp_vid1_0031.png,1.0333333333333334,46,53,49.5
31,exp_vid1_0032.png,1.0666666666666667,24,51,37.5
32,exp_vid1_0033.png,1.1,208,209,208.5
33,exp_vid1_0034.png,1.1333333333333333,55,57,56.0
34,exp_vid1_0035.png,1.1666666666666667,207,208,207.5
35,exp_vid1_0036.png,1.2,206,208,207.0
36,exp_vid1_0037.png,1.2333333333333334,101,110,105.5
37,exp_vid1_0038.png,1.2666666666666666,116,121,118.5
38,exp_vid1_0039.png,1.3,145,150,147.5
39,exp_vid1_0040.png,1.3333333333333333,175,207,191.0
40,exp_vid1_0041.png,1.3666666666666667,215,232,223.5
41,exp_vid1_0042.png,1.4,220,258,239.0
42,exp_vid1_0043.png,1.4333333333333333,269,303,286.0
43,exp_vid1_0044.png,1.4666666666666666,306,312,309.0
44,exp_vid1_0045.png,1.5,334,336,335.0
45,exp_vid1_0046.png,1.5333333333333334,357,359,358.0
46,exp_vid1_0047.png,1.5666666666666667,370,398,384.0
47,exp_vid1_0048.png,1.6,230,231,230.5
48,exp_vid1_0049.png,1.6333333333333333,402,403,402.5
49,exp_vid1_0050.png,1.6666666666666667,255,257,256.0
50,exp_vid1_0051.png,1.7,397,406,401.5
51,exp_vid1_0052.png,1.7333333333333334,231,423,327.0
52,exp_vid1_0053.png,1.7666666666666666,380,393,386.5
53,exp_vid1_0054.png,1.8,392,399,395.5
54,exp_vid1_0055.png,1.8333333333333333,344,349,346.5
55,exp_vid1_0056.png,1.8666666666666667,321,347,334.0
56,exp_vid1_0057.png,1.9,291,324,307.5
57,exp_vid1_0058.png,1.9333333333333333,267,285,276.0
58,exp_vid1_0059.png,1.9666666666666666,219,252,235.5
59,exp_vid1_0060.png,2.0,217,220,218.5
60,exp_vid1_0061.png,2.033333333333333,177,182,179.5
61,exp_vid1_0062.png,2.066666666666667,151,154,152.5
62,exp_vid1_0063.png,2.1,115,134,124.5
63,exp_vid1_0064.png,2.1333333333333333,146,148,147.0
64,exp_vid1_0065.png,2.1666666666666665,72,89,80.5
65,exp_vid1_0066.png,2.2,40,72,56.0
66,exp_vid1_0067.png,2.2333333333333334,29,60,44.5
67,exp_vid1_0068.png,2.2666666666666666,34,41,37.5
68,exp_vid1_0069.png,2.3,50,55,52.5
69,exp_vid1_0070.png,2.3333333333333335,54,58,56.0
70,exp_vid1_0071.png,2.3666666666666667,63,70,66.5
71,exp_vid1_0072.png,2.4,56,60,58.0
72,exp_vid1_0073.png,2.433333333333333,129,139,134.0
73,exp_vid1_0074.png,2.466666666666667,92,127,109.5
74,exp_vid1_0075.png,2.5,118,154,136.0
75,exp_vid1_0076.png,2.533333333333333,170,174,172.0
76,exp_vid1_0077.png,2.566666666666667,185,216,200.5
77,exp_vid1_0078.png,2.6,217,246,231.5
78,exp_vid1_0079.png,2.6333333333333333,250,268,259.0
79,exp_vid1_0080.png,2.6666666666666665,279,297,288.0
80,exp_vid1_0081.png,2.7,305,333,319.0
81,exp_vid1_0082.png,2.7333333333333334,331,361,346.0
82,exp_vid1_0083.png,2.7666666666666666,352,367,359.5
83,exp_vid1_0084.png,2.8,379,380,379.5
84,exp_vid1_0085.png,2.8333333333333335,403,417,410.0
85,exp_vid1_0086.png,2.8666666666666667,394,418,406.0
86,exp_vid1_0087.png,2.9,397,403,400.0
87,exp_vid1_0088.png,2.933333333333333,396,403,399.5
88,exp_vid1_0089.png,2.966666666666667,392,394,393.0
89,exp_vid1_0090.png,3.0,377,411,394.0
90,exp_vid1_0091.png,3.033333333333333,228,234,231.0
91,exp_vid1_0092.png,3.066666666666667,340,352,346.0
92,exp_vid1_0093.png,3.1,312,330,321.0
93,exp_vid1_0094.png,3.1333333333333333,281,310,295.5
94,exp_vid1_0095.png,3.1666666666666665,258,274,266.0
95,exp_vid1_0096.png,3.2,221,227,224.0
96,exp_vid1_0097.png,3.2333333333333334,193,210,201.5
97,exp_vid1_0098.png,3.2666666666666666,198,216,207.0
98,exp_vid1_0099.png,3.3,188,216,202.0
99,exp_vid1_0100.png,3.3333333333333335,116,131,123.5
100,exp_vid1_0101.png,3.3666666666666667,67,78,72.5
101,exp_vid1_0102.png,3.4,59,77,68.0
102,exp_vid1_0103.png,3.433333333333333,37,68,52.5
103,exp_vid1_0104.png,3.466666666666667,27,58,42.5
104,exp_vid1_0105.png,3.5,23,209,116.0
105,exp_vid1_0106.png,3.533333333333333,23,209,116.0
106,exp_vid1_0107.png,3.566666666666667,205,207,206.0
107,exp_vid1_0108.png,3.6,39,73,56.0
108,exp_vid1_0109.png,3.6333333333333333,113,121,117.0
109,exp_vid1_0110.png,3.6666666666666665,88,100,94.0
110,exp_vid1_0111.png,3.7,106,135,120.5
111,exp_vid1_0112.png,3.7333333333333334,171,214,192.5
112,exp_vid1_0113.png,3.7666666666666666,200,218,209.0
113,exp_vid1_0114.png,3.8,187,222,204.5
114,exp_vid1_0115.png,3.8333333333333335,218,249,233.5
115,exp_vid1_0116.png,3.8666666666666667,223,256,239.5
116,exp_vid1_0117.png,3.9,280,316,298.0
117,exp_vid1_0118.png,3.933333333333333,329,336,332.5
118,exp_vid1_0119.png,3.966666666666667,334,360,347.0
119,exp_vid1_0120.png,4.0,358,364,361.0
120,exp_vid1_0121.png,4.033333333333333,389,396,392.5
121,exp_vid1_0122.png,4.066666666666666,412,414,413.0
122,exp_vid1_0123.png,4.1,402,411,406.5
123,exp_vid1_0124.png,4.133333333333334,402,407,404.5
124,exp_vid1_0125.png,4.166666666666667,404,411,407.5
125,exp_vid1_0126.png,4.2,398,404,401.0
126,exp_vid1_0127.png,4.233333333333333,372,379,375.5
127,exp_vid1_0128.png,4.266666666666667,355,361,358.0
128,exp_vid1_0129.png,4.3,278,282,280.0
129,exp_vid1_0130.png,4.333333333333333,301,328,314.5
130,exp_vid1_0131.png,4.366666666666666,272,305,288.5
131,exp_vid1_0132.png,4.4,223,267,245.0
132,exp_vid1_0133.png,4.433333333333334,221,228,224.5
133,exp_vid1_0134.png,4.466666666666667,205,220,212.5
134,exp_vid1_0135.png,4.5,186,215,200.5
135,exp_vid1_0136.png,4.533333333333333,114,152,133.0
136,exp_vid1_0137.png,4.566666666666666,86,126,106.0
137,exp_vid1_0138.png,4.6,64,96,80.0
138,exp_vid1_0139.png,4.633333333333334,66,77,71.5
139,exp_vid1_0140.png,4.666666666666667,35,64,49.5
140,exp_vid1_0141.png,4.7,48,52,50.0
141,exp_vid1_0142.png,4.733333333333333,53,54,53.5
142,exp_vid1_0143.png,4.766666666666667,28,48,38.0
143,exp_vid1_0144.png,4.8,53,55,54.0
144,exp_vid1_0145.png,4.833333333333333,63,67,65.0
145,exp_vid1_0146.png,4.866666666666666,59,88,73.5
146,exp_vid1_0147.png,4.9,160,165,162.5
147,exp_vid1_0148.png,4.933333333333334,124,127,125.5
148,exp_vid1_0149.png,4.966666666666667,188,214,201.0
149,exp_vid1_0150.png,5.0,203,208,205.5
150,exp_vid1_0151.png,5.033333333333333,201,221,211.0
151,exp_vid1_0152.png,5.066666666666666,226,238,232.0
152,exp_vid1_0153.png,5.1,261,282,271.5
153,exp_vid1_0154.png,5.133333333333334,293,297,295.0
154,exp_vid1_0155.png,5.166666666666667,322,325,323.5
155,exp_vid1_0156.png,5.2,351,354,352.5
156,exp_vid1_0157.png,5.233333333333333,367,371,369.0
157,exp_vid1_0158.png,5.266666666666667,379,382,380.5
158,exp_vid1_0159.png,5.3,388,396,392.0
159,exp_vid1_0160.png,5.333333333333333,394,403,398.5
160,exp_vid1_0161.png,5.366666666666666,395,401,398.0
161,exp_vid1_0162.png,5.4,267,268,267.5
162,exp_vid1_0163.png,5.433333333333334,382,414,398.0
163,exp_vid1_0164.png,5.466666666666667,366,402,384.0
164,exp_vid1_0165.png,5.5,347,378,362.5
165,exp_vid1_0166.png,5.533333333333333,324,332,328.0
166,exp_vid1_0167.png,5.566666666666666,299,316,307.5
167,exp_vid1_0168.png,5.6,222,223,222.5
168,exp_vid1_0169.png,5.633333333333334,245,252,248.5
169,exp_vid1_0170.png,5.666666666666667,219,224,221.5
170,exp_vid1_0171.png,5.7,185,219,202.0
171,exp_vid1_0172.png,5.733333333333333,135,175,155.0
172,exp_vid1_0173.png,5.766666666666667,114,141,127.5
173,exp_vid1_0174.png,5.8,103,104,103.5
174,exp_vid1_0175.png,5.833333333333333,84,107,95.5
175,exp_vid1_0176.png,5.866666666666666,63,81,72.0
176,exp_vid1_0177.png,5.9,52,68,60.0
177,exp_vid1_0178.png,5.933333333333334,28,60,44.0
178,exp_vid1_0179.png,5.966666666666667,202,207,204.5
179,exp_vid1_0180.png,6.0,49,50,49.5
180,exp_vid1_0181.png,6.033333333333333,60,69,64.5
181,exp_vid1_0182.png,6.066666666666666,75,79,77.0
182,exp_vid1_0183.png,6.1,65,70,67.5
183,exp_vid1_0184.png,6.133333333333334,91,100,95.5
184,exp_vid1_0185.png,6.166666666666667,296,299,297.5
185,exp_vid1_0186.png,6.2,168,173,170.5
186,exp_vid1_0187.png,6.233333333333333,190,195,192.5
187,exp_vid1_0188.png,6.266666666666667,220,231,225.5
188,exp_vid1_0189.png,6.3,220,221,220.5
189,exp_vid1_0190.png,6.333333333333333,281,285,283.0
190,exp_vid1_0191.png,6.366666666666666,300,302,301.0
191,exp_vid1_0192.png,6.4,331,333,332.0
192,exp_vid1_0193.png,6.433333333333334,227,228,227.5
193,exp_vid1_0194.png,6.466666666666667,371,397,384.0
194,exp_vid1_0195.png,6.5,379,381,380.0
195,exp_vid1_0196.png,6.533333333333333,406,408,407.0
196,exp_vid1_0197.png,6.566666666666666,402,406,404.0
197,exp_vid1_0198.png,6.6,246,251,248.5
198,exp_vid1_0199.png,6.633333333333334,261,263,262.0
199,exp_vid1_0200.png,6.666666666666667,370,375,372.5
200,exp_vid1_0201.png,6.7,341,360,350.5
201,exp_vid1_0202.png,6.733333333333333,342,365,353.5
202,exp_vid1_0203.png,6.766666666666667,321,350,335.5
203,exp_vid1_0204.png,6.8,286,326,306.0
204,exp_vid1_0205.png,6.833333333333333,224,281,252.5
205,exp_vid1_0206.png,6.866666666666666,224,259,241.5
206,exp_vid1_0207.png,6.9,217,222,219.5
207,exp_vid1_0208.png,6.933333333333334,196,216,206.0
208,exp_vid1_0209.png,6.966666666666667,131,169,150.0
209,exp_vid1_0210.png,7.0,210,213,211.5
210,exp_vid1_0211.png,7.033333333333333,100,106,103.0
211,exp_vid1_0212.png,7.066666666666666,56,90,73.0
212,exp_vid1_0213.png,7.1,68,69,68.5
213,exp_vid1_0214.png,7.133333333333334,32,62,47.0
214,exp_vid1_0215.png,7.166666666666667,39,50,44.5
215,exp_vid1_0216.png,7.2,46,52,49.0
216,exp_vid1_0217.png,7.233333333333333,51,52,51.5
